route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability,state,id
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SJR TRAVELS,Non A/C Seater / Sleeper (2+1),01:15,02h 45m,04:00,2.8,550.0,5,Andhra Pradesh,2470
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),01:30,02h 15m,03:45,2.9,599.0,25,Andhra Pradesh,2471
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),01:45,03h 30m,05:15,2.3,328.0,21,Andhra Pradesh,2472
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),02:00,03h 45m,05:45,2.8,444.0,23,Andhra Pradesh,2473
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),03:45,03h 30m,07:15,2.1,522.0,8,Andhra Pradesh,2474
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),11:00,03h 30m,14:30,2.5,237.0,32,Andhra Pradesh,2475
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,NueGo,Electric A/C Seater (2+2),17:45,03h 30m,21:15,2.2,328.0,36,Andhra Pradesh,2476
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SKS Logistics,A/C Seater / Sleeper (2+1),23:55,03h 20m,03:15,2.6,590.0,33,Andhra Pradesh,2477
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),00:45,02h 50m,03:35,4.4,1487.0,33,Andhra Pradesh,2478
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),00:45,02h 45m,03:30,3.3,949.0,2,Andhra Pradesh,2479
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,02:45,02h 25m,05:10,3.5,890.0,2,Andhra Pradesh,2480
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),16:00,04h 15m,20:15,3.0,1290.0,29,Andhra Pradesh,2481
Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Abhishek Bus,A/C Seater / Sleeper (2+1),16:30,03h 20m,19:50,3.3,800.0,30,Andhra Pradesh,2482
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 6296,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,03h 45m,07:30,2.7,209.0,33,Andhra Pradesh,2483
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5596,SAPTAGIRI EXPRESS,04:15,03h 00m,07:15,3.8,162.0,43,Andhra Pradesh,2484
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5536,SAPTAGIRI EXPRESS,04:45,03h 00m,07:45,4.3,162.0,45,Andhra Pradesh,2485
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5538,SAPTAGIRI EXPRESS,05:15,03h 00m,08:15,3.8,162.0,44,Andhra Pradesh,2486
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47479,INDRA(A.C. Seater),06:00,03h 00m,09:00,4.9,253.0,31,Andhra Pradesh,2487
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5598,SAPTAGIRI EXPRESS,06:15,03h 00m,09:15,2.7,162.0,46,Andhra Pradesh,2488
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47529,Express(Non AC Seater),06:30,03h 00m,09:30,3.8,162.0,37,Andhra Pradesh,2489
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47517,Express(Non AC Seater),07:30,03h 00m,10:30,3.8,162.0,37,Andhra Pradesh,2490
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5395,SAPTAGIRI EXPRESS,08:15,03h 15m,11:30,3.8,162.0,44,Andhra Pradesh,2491
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5548,SAPTAGIRI EXPRESS,08:45,03h 00m,11:45,3.8,162.0,46,Andhra Pradesh,2492
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 50109,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:50,03h 40m,12:30,3.8,204.0,37,Andhra Pradesh,2493
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5540,SAPTAGIRI EXPRESS,09:45,03h 00m,12:45,3.5,162.0,46,Andhra Pradesh,2494
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47493,INDRA(A.C. Seater),10:00,03h 00m,13:00,3.8,253.0,38,Andhra Pradesh,2495
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5566,SAPTAGIRI EXPRESS,10:15,03h 00m,13:15,3.6,162.0,46,Andhra Pradesh,2496
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47483,INDRA(A.C. Seater),11:00,03h 00m,14:00,3.8,253.0,38,Andhra Pradesh,2497
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5554,SAPTAGIRI EXPRESS,11:15,03h 00m,14:15,2.2,162.0,46,Andhra Pradesh,2498
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47045,INDRA(A.C. Seater),12:00,03h 00m,15:00,4.3,253.0,37,Andhra Pradesh,2499
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 6022,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,04h 00m,16:00,3.8,200.0,34,Andhra Pradesh,2500
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5556,SAPTAGIRI EXPRESS,12:15,03h 00m,15:15,3.8,162.0,37,Andhra Pradesh,2501
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5438,INDRA(A.C. Seater),13:00,03h 00m,16:00,4.3,253.0,36,Andhra Pradesh,2502
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5560,SAPTAGIRI EXPRESS,13:15,03h 00m,16:15,3.8,162.0,46,Andhra Pradesh,2503
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5572,SAPTAGIRI EXPRESS,13:45,03h 00m,16:45,4.7,162.0,46,Andhra Pradesh,2504
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47481,INDRA(A.C. Seater),14:00,03h 00m,17:00,3.5,253.0,34,Andhra Pradesh,2505
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 9298,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,03h 40m,18:00,5.0,200.0,33,Andhra Pradesh,2506
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5568,SAPTAGIRI EXPRESS,14:40,03h 00m,17:40,1.8,162.0,45,Andhra Pradesh,2507
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 50052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,03h 45m,19:15,4.9,200.0,33,Andhra Pradesh,2508
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47549,Express(Non AC Seater),15:45,03h 00m,18:45,1.4,162.0,37,Andhra Pradesh,2509
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5574,SAPTAGIRI EXPRESS,16:15,03h 00m,19:15,3.1,162.0,46,Andhra Pradesh,2510
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47547,Express(Non AC Seater),16:30,03h 00m,19:30,3.8,162.0,37,Andhra Pradesh,2511
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5369,SAPTAGIRI EXPRESS,17:45,03h 00m,20:45,2.9,162.0,46,Andhra Pradesh,2512
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5424,INDRA(A.C. Seater),18:00,03h 00m,21:00,3.1,253.0,38,Andhra Pradesh,2513
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5582,SAPTAGIRI EXPRESS,18:15,03h 00m,21:15,3.0,162.0,46,Andhra Pradesh,2514
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5365,SAPTAGIRI EXPRESS,18:45,03h 00m,21:45,3.8,162.0,46,Andhra Pradesh,2515
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47485,INDRA(A.C. Seater),19:00,03h 00m,22:00,3.9,253.0,38,Andhra Pradesh,2516
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5584,SAPTAGIRI EXPRESS,19:15,03h 00m,22:15,3.8,162.0,39,Andhra Pradesh,2517
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5371,SAPTAGIRI EXPRESS,19:45,03h 00m,22:45,3.8,162.0,46,Andhra Pradesh,2518
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47047,INDRA(A.C. Seater),20:00,03h 00m,23:00,4.4,253.0,38,Andhra Pradesh,2519
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5373,SAPTAGIRI EXPRESS,20:15,03h 00m,23:15,3.8,162.0,46,Andhra Pradesh,2520
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5367,SAPTAGIRI EXPRESS,21:30,03h 00m,00:30,3.1,162.0,46,Andhra Pradesh,2521
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5440,INDRA(A.C. Seater),22:00,03h 00m,01:00,4.8,253.0,33,Andhra Pradesh,2522
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5616,SAPTAGIRI EXPRESS,22:30,03h 00m,01:30,4.4,162.0,44,Andhra Pradesh,2523
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 96761,SAPTAGIRI EXPRESS,23:00,03h 00m,02:00,5.0,162.0,46,Andhra Pradesh,2524
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5592,SAPTAGIRI EXPRESS,23:30,03h 00m,02:30,4.1,162.0,44,Andhra Pradesh,2525
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Sri Sai Express,A/C Seater / Sleeper (2+1),04:00,03h 10m,07:10,3.6,399.0,25,Andhra Pradesh,2526
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),05:00,03h 35m,08:35,4.4,238.0,16,Andhra Pradesh,2527
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),10:30,03h 45m,14:15,4.4,238.0,29,Andhra Pradesh,2528
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),16:35,03h 35m,20:10,4.4,238.0,1,Andhra Pradesh,2529
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),23:30,04h 05m,03:35,4.3,238.0,34,Andhra Pradesh,2530
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,VRCR Travels,NON A/C Seater/ Sleeper (2+1),02:15,04h 15m,06:30,3.3,1000.0,7,Andhra Pradesh,2531
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,(SBLT) Shri Bhagiyalakshimi Travels (MAARA),A/C Sleeper (2+1),18:30,02h 45m,21:15,3.6,900.0,26,Andhra Pradesh,2532
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Maheswari Travels,Non A/C Seater / Sleeper (2+1),02:00,04h 21m,06:21,4.3,899.0,3,Andhra Pradesh,2533
Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,AR & BCVR Travels,A/C Seater/Sleeper (2+1),02:00,04h 25m,06:25,2.9,900.0,4,Andhra Pradesh,2534
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,09h 30m,10:40,3.8,605.0,33,Andhra Pradesh,2535
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),01:30,06h 55m,08:25,3.8,929.0,37,Andhra Pradesh,2536
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,08h 05m,09:50,3.8,605.0,33,Andhra Pradesh,2537
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9460,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00,09h 10m,12:10,3.6,605.0,33,Andhra Pradesh,2538
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9477,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,09h 15m,13:30,3.8,605.0,33,Andhra Pradesh,2539
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3075,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,08h 30m,13:30,3.4,549.0,35,Andhra Pradesh,2540
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:40,08h 25m,14:05,2.5,605.0,33,Andhra Pradesh,2541
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,07h 50m,14:00,1.6,605.0,33,Andhra Pradesh,2542
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 35101,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,08h 25m,14:45,4.8,605.0,33,Andhra Pradesh,2543
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,09h 40m,16:10,3.8,605.0,33,Andhra Pradesh,2544
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,08h 30m,16:15,3.8,605.0,33,Andhra Pradesh,2545
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,07h 55m,15:55,3.1,605.0,33,Andhra Pradesh,2546
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3498,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:30,07h 00m,15:30,4.1,929.0,36,Andhra Pradesh,2547
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3486,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,07h 40m,16:40,4.1,605.0,33,Andhra Pradesh,2548
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3051,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",09:00,08h 40m,17:40,4.0,549.0,34,Andhra Pradesh,2549
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:05,08h 45m,17:50,3.8,574.0,32,Andhra Pradesh,2550
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3464,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,07h 55m,17:10,4.3,605.0,33,Andhra Pradesh,2551
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,08h 30m,18:30,3.1,605.0,30,Andhra Pradesh,2552
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4282,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:20,08h 45m,19:05,3.2,574.0,34,Andhra Pradesh,2553
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3978,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,09h 50m,20:20,3.3,605.0,33,Andhra Pradesh,2554
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4507,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,08h 10m,19:25,1.2,605.0,34,Andhra Pradesh,2555
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 35103,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:30,07h 15m,18:45,3.5,929.0,44,Andhra Pradesh,2556
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9496,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,09h 40m,21:25,3.4,605.0,33,Andhra Pradesh,2557
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4468,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,07h 55m,20:25,3.1,605.0,33,Andhra Pradesh,2558
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:00,07h 15m,20:15,3.4,929.0,44,Andhra Pradesh,2559
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,07h 45m,21:00,2.1,605.0,33,Andhra Pradesh,2560
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4444,INDRA(A.C. Seater),13:15,09h 10m,22:25,3.3,732.0,35,Andhra Pradesh,2561
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,08h 20m,22:50,4.1,574.0,33,Andhra Pradesh,2562
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,08h 46m,00:01,3.8,605.0,34,Andhra Pradesh,2563
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3009,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,09h 00m,00:45,2.9,605.0,31,Andhra Pradesh,2564
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3492,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:00,07h 00m,23:00,4.0,929.0,43,Andhra Pradesh,2565
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,08h 35m,01:05,3.5,605.0,34,Andhra Pradesh,2566
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 27299,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:45,09h 30m,02:15,4.6,579.0,35,Andhra Pradesh,2567
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,09h 15m,02:15,3.8,605.0,33,Andhra Pradesh,2568
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,07h 30m,00:45,3.9,929.0,45,Andhra Pradesh,2569
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,08h 25m,01:40,3.8,605.0,33,Andhra Pradesh,2570
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,09h 00m,02:30,3.8,579.0,35,Andhra Pradesh,2571
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3135,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,08h 45m,02:30,3.8,574.0,33,Andhra Pradesh,2572
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,09h 15m,03:15,3.8,605.0,33,Andhra Pradesh,2573
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,08h 15m,02:30,1.6,605.0,33,Andhra Pradesh,2574
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,08h 50m,03:20,4.4,574.0,33,Andhra Pradesh,2575
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,06h 40m,01:25,4.1,929.0,45,Andhra Pradesh,2576
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,09h 05m,03:50,3.8,605.0,33,Andhra Pradesh,2577
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3774,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,09h 20m,04:35,3.9,605.0,33,Andhra Pradesh,2578
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,08h 06m,03:36,4.4,605.0,33,Andhra Pradesh,2579
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4348,INDRA(A.C. Seater),19:45,08h 25m,04:10,3.6,732.0,36,Andhra Pradesh,2580
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),20:00,07h 45m,03:45,3.6,732.0,35,Andhra Pradesh,2581
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,08h 30m,05:00,4.2,574.0,35,Andhra Pradesh,2582
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:31,08h 35m,05:06,3.4,629.0,33,Andhra Pradesh,2583
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 46390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,09h 00m,06:00,3.8,605.0,33,Andhra Pradesh,2584
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,08h 20m,05:30,2.7,629.0,33,Andhra Pradesh,2585
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07h 40m,05:00,4.5,574.0,33,Andhra Pradesh,2586
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4058,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,08h 35m,05:55,4.2,605.0,29,Andhra Pradesh,2587
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 77201,INDRA(A.C. Seater),21:20,07h 00m,04:20,3.9,732.0,35,Andhra Pradesh,2588
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,07h 10m,04:40,3.2,574.0,34,Andhra Pradesh,2589
Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4595,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,07h 55m,05:35,3.8,605.0,33,Andhra Pradesh,2590
